# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
QG37_01989	QG37_01989	XM_018311477.1	protein_coding	0	0	0	110	0	45	0	0	14	0	0	0	0	0	51
QG37_01990	GENE_QG37_01990	QG37_01990.t01		0	0	0	75	0	21	0	0	0	0	0	0	0	0	54
QG37_01990	QG37_01990	XM_018311478.1	protein_coding	0	0	0	75	0	54	0	0	0	0	0	0	0	0	21
QG37_01993	GENE_QG37_01993	QG37_01993.t01		0	0	0	91	0	36	0	12	0	0	0	0	0	0	43
QG37_01993	QG37_01993	XM_018311479.1	protein_coding	0	0	0	91	0	43	0	0	12	0	0	0	0	0	36
QG37_01994	GENE_QG37_01994	QG37_01994.t01		0	0	0	90	0	44	0	1	0	0	0	0	0	0	45
QG37_01994	QG37_01994	XM_018311480.1	protein_coding	0	0	0	90	0	44	0	0	1	0	0	0	0	0	45
QG37_01995	GENE_QG37_01995	QG37_01995.t01		0	0	0	98	0	50	0	3	0	0	0	0	0	0	45
QG37_01995	QG37_01995	XM_018311481.1	protein_coding	0	0	0	98	0	50	0	0	3	0	0	0	0	0	45
QG37_01996	GENE_QG37_01996	QG37_01996.t01		0	0	0	107	0	42	0	4	0	0	0	0	0	0	61
QG37_01996	QG37_01996	XM_018311482.1	protein_coding	0	0	0	107	0	61	0	0	4	0	0	0	0	0	42
QG37_01997	GENE_QG37_01997	QG37_01997.t01		0	0	0	108	0	49	0	3	0	0	0	0	0	0	56
QG37_01997	QG37_01997	XM_018311483.1	protein_coding	0	0	0	108	0	56	0	0	3	0	0	0	0	0	49
QG37_01998	GENE_QG37_01998	QG37_01998.t01		0	0	0	136	0	52	0	1	0	0	0	0	0	0	83
QG37_01998	QG37_01998	XM_018311484.1	protein_coding	0	0	0	136	0	83	0	0	1	0	0	0	0	0	52
QG37_01999	GENE_QG37_01999	QG37_01999.t01		0	0	0	157	0	44	0	14	0	0	0	0	0	0	99
QG37_01999	QG37_01999	XM_018311485.1	protein_coding	0	0	0	157	0	99	0	0	14	0	0	0	0	0	44
QG37_02000	GENE_QG37_02000	QG37_02000.t01		0	0	0	165	0	54	0	14	0	0	0	0	0	0	97
QG37_02000	QG37_02000	XM_018311486.1	protein_coding	0	0	0	165	0	97	0	0	14	0	0	0	0	0	54
QG37_02001	GENE_QG37_02001	QG37_02001.t01		0	0	0	155	0	72	0	3	0	0	0	0	0	0	80
QG37_02001	QG37_02001	XM_018311487.1	protein_coding	0	0	0	155	0	72	0	0	3	0	0	0	0	0	80
QG37_02003	GENE_QG37_02003	QG37_02003.t01		0	0	0	185	0	54	0	36	0	0	0	0	0	0	95
QG37_02003	QG37_02003	XM_018311488.1	protein_coding	0	0	0	185	0	54	0	0	36	0	0	0	0	0	95
QG37_02004	GENE_QG37_02004	QG37_02004.t01		0	0	0	145	0	96	0	6	0	0	0	0	0	0	43
QG37_02004	QG37_02004	XM_018311489.1	protein_coding	0	0	0	145	0	43	0	0	6	0	0	0	0	0	96
QG37_02005	GENE_QG37_02005	QG37_02005.t01		0	0	0	142	0	37	0	10	0	0	0	0	0	0	95
QG37_02005	QG37_02005	XM_018311490.1	protein_coding	0	0	0	142	0	37	0	0	10	0	0	0	0	0	95
QG37_02006	GENE_QG37_02006	QG37_02006.t01		0	0	0	96	0	26	0	12	0	0	0	0	0	0	58
QG37_02006	QG37_02006	XM_018311491.1	protein_coding	0	0	0	96	0	26	0	0	12	0	0	0	0	0	58
QG37_02007	GENE_QG37_02007	QG37_02007.t01		0	0	0	84	0	19	0	2	0	0	0	0	0	0	63
QG37_02007	QG37_02007	XM_018311492.1	protein_coding	0	0	0	84	0	19	0	0	2	0	0	0	0	0	63
QG37_02010	GENE_QG37_02010	QG37_02010.t01		0	0	0	53	0	25	0	3	0	0	0	0	0	0	25
QG37_02010	QG37_02010	XM_018311493.1	protein_coding	0	0	0	53	0	25	0	0	3	0	0	0	0	0	25
QG37_02011	GENE_QG37_02011	QG37_02011.t01		0	0	0	71	0	37	0	14	0	0	0	0	0	0	20
QG37_02011	QG37_02011	XM_018311494.1	protein_coding	0	0	0	71	0	37	0	0	14	0	0	0	0	0	20
QG37_02012	GENE_QG37_02012	QG37_02012.t01		0	0	0	61	0	25	0	11	0	0	0	0	0	0	25
QG37_02012	QG37_02012	XM_018311495.1	protein_coding	0	0	0	61	0	25	0	0	11	0	0	0	0	0	25
QG37_02013	GENE_QG37_02013	QG37_02013.t01		0	1	0	57	0	32	0	6	0	1	0	0	0	0	20
QG37_02013	QG37_02013	XM_018311496.1	protein_coding	0	0	0	58	0	20	0	0	6	0	0	0	0	0	32
QG37_02014	GENE_QG37_02014	QG37_02014.t01		0	0	0	83	0	40	0	6	0	0	0	0	0	0	37
QG37_02014	QG37_02014	XM_018311497.1	protein_coding	0	0	0	83	0	40	0	0	6	0	0	0	0	0	37
QG37_02015	GENE_QG37_02015	QG37_02015.t01		0	0	0	77	0	33	0	2	0	0	0	0	0	0	42
QG37_02015	QG37_02015	XM_018311498.1	protein_coding	0	0	0	77	0	42	0	0	2	0	0	0	0	0	33
QG37_02016	GENE_QG37_02016	QG37_02016.t01		0	0	0	79	1	40	0	2	0	0	0	0	0	0	36
QG37_02016	QG37_02016	XM_018311499.1	protein_coding	0	0	0	78	0	40	0	0	2	0	0	0	0	0	36
QG37_02017	GENE_QG37_02017	QG37_02017.t01		0	0	0	83	0	45	0	4	0	0	0	0	0	0	34
QG37_02017	QG37_02017	XM_018311500.1	protein_coding	0	0	0	83	0	45	0	0	4	0	0	0	0	0	34
QG37_02018	GENE_QG37_02018	QG37_02018.t01		0	0	0	70	0	40	0	8	0	0	0	0	0	0	22
QG37_02018	QG37_02018	XM_018311501.1	protein_coding	0	0	0	70	0	40	0	0	8	0	0	0	0	0	22
QG37_02019	GENE_QG37_02019	QG37_02019.t01		0	0	0	69	0	40	0	1	0	0	0	0	0	0	28
QG37_02019	QG37_02019	XM_018311502.1	protein_coding	0	0	0	69	0	28	0	0	1	0	0	0	0	0	40
QG37_02020	GENE_QG37_02020	QG37_02020.t01		0	0	0	79	0	27	0	11	0	0	0	0	0	0	41
QG37_02020	QG37_02020	XM_018311503.1	protein_coding	0	0	0	79	0	27	0	0	11	0	0	0	0	0	41
QG37_02021	GENE_QG37_02021	QG37_02021.t01		0	0	0	77	0	24	0	8	0	0	0	0	0	0	45
QG37_02021	QG37_02021	XM_018311504.1	protein_coding	0	0	0	77	0	24	0	0	8	0	0	0	0	0	45
QG37_02022	GENE_QG37_02022	QG37_02022.t01		0	0	0	58	0	31	0	1	0	0	0	0	0	0	26
QG37_02022	QG37_02022	XM_018311505.1	protein_coding	0	0	0	58	0	26	0	0	1	0	0	0	0	0	31
QG37_02023	GENE_QG37_02023	QG37_02023.t01		0	0	0	63	0	28	0	3	0	0	0	0	0	0	32
QG37_02023	QG37_02023	XM_018311506.1	protein_coding	0	0	0	63	0	28	0	0	3	0	0	0	0	0	32
QG37_02024	GENE_QG37_02024	QG37_02024.t01		0	0	0	58	0	27	0	1	0	0	0	0	0	0	30
QG37_02024	QG37_02024	XM_018311507.1	protein_coding	0	0	0	58	0	30	0	0	1	0	0	0	0	0	27
QG37_02025	GENE_QG37_02025	QG37_02025.t01		0	0	0	56	0	32	0	0	0	0	0	0	0	0	24
QG37_02025	QG37_02025	XM_018311508.1	protein_coding	0	0	0	56	0	32	0	0	0	0	0	0	0	0	24
QG37_02026	GENE_QG37_02026	QG37_02026.t01		0	0	0	53	0	21	0	1	0	0	0	0	0	0	31
QG37_02026	QG37_02026	XM_018311509.1	protein_coding	0	0	0	53	0	31	0	0	1	0	0	0	0	0	21
QG37_02027	GENE_QG37_02027	QG37_02027.t01		0	0	0	62	0	22	0	15	0	0	0	0	0	0	25
QG37_02027	QG37_02027	XM_018311510.1	protein_coding	0	0	0	62	0	25	0	0	15	0	0	0	0	0	22
QG37_02028	GENE_QG37_02028	QG37_02028.t01		0	0	0	62	0	29	0	6	0	0	0	0	0	0	27
QG37_02028	QG37_02028	XM_018311511.1	protein_coding	0	0	0	62	0	27	0	0	6	0	0	0	0	0	29
QG37_02029	GENE_QG37_02029	QG37_02029.t01		0	0	0	57	0	23	0	2	0	0	0	0	0	0	32
QG37_02029	QG37_02029	XM_018311512.1	protein_coding	0	0	0	57	0	23	0	0	2	0	0	0	0	0	32
QG37_02030	GENE_QG37_02030	QG37_02030.t01		0	0	0	55	0	30	0	4	0	0	0	0	0	0	21
QG37_02030	QG37_02030	XM_018311513.1	protein_coding	0	0	0	55	0	21	0	0	4	0	0	0	0	0	30
QG37_02031	GENE_QG37_02031	QG37_02031.t01		0	0	0	48	0	27	0	4	0	0	0	0	0	0	17
QG37_02031	QG37_02031	XM_018311514.1	protein_coding	0	0	0	48	0	17	0	0	4	0	0	0	0	0	27
QG37_02032	GENE_QG37_02032	QG37_02032.t01		0	0	0	46	0	18	0	0	0	0	0	0	0	0	28
QG37_02032	QG37_02032	XM_018311515.1	protein_coding	0	0	0	46	0	18	0	0	0	0	0	0	0	0	28
QG37_02033	GENE_QG37_02033	QG37_02033.t01		0	0	0	49	0	27	0	2	0	0	0	0	0	0	20
QG37_02033	QG37_02033	XM_018311516.1	protein_coding	0	0	0	49	0	20	0	0	2	0	0	0	0	0	27
QG37_02034	GENE_QG37_02034	QG37_02034.t01		0	0	0	60	0	34	0	5	0	0	0	0	0	0	21
QG37_02034	QG37_02034	XM_018311517.1	protein_coding	0	0	0	60	0	34	0	0	5	0	0	0	0	0	21
QG37_02037	GENE_QG37_02037	QG37_02037.t01		0	0	0	64	0	18	0	3	0	0	0	0	0	0	43
QG37_02037	QG37_02037	XM_018311518.1	protein_coding	0	0	0	64	0	43	0	0	3	0	0	0	0	0	18
QG37_02038	GENE_QG37_02038	QG37_02038.t01		0	0	0	64	0	44	0	1	0	0	0	0	0	0	19
QG37_02038	QG37_02038	XM_018311519.1	protein_coding	0	0	0	64	0	44	0	0	1	0	0	0	0	0	19
QG37_02041	GENE_QG37_02041	QG37_02041.t01		0	0	0	74	0	26	0	1	0	0	0	0	0	0	47
QG37_02041	QG37_02041	XM_018311520.1	protein_coding	0	0	0	74	0	47	0	0	1	0	0	0	0	0	26
QG37_02042	GENE_QG37_02042	QG37_02042.t01		0	0	0	77	0	49	0	1	0	0	0	0	0	0	27
QG37_02042	QG37_02042	XM_018311521.1	protein_coding	0	0	0	77	0	49	0	0	1	0	0	0	0	0	27
QG37_02043	GENE_QG37_02043	QG37_02043.t01		0	0	0	80	0	41	0	3	0	0	0	0	0	0	36
QG37_02043	QG37_02043	XM_018311522.1	protein_coding	0	0	0	80	0	41	0	0	3	0	0	0	0	0	36
QG37_02044	GENE_QG37_02044	QG37_02044.t01		0	0	0	84	0	44	0	1	0	0	0	0	0	0	39
QG37_02044	QG37_02044	XM_018311523.1	protein_coding	0	0	0	84	0	39	0	0	1	0	0	0	0	0	44
QG37_02045	GENE_QG37_02045	QG37_02045.t01		0	0	0	97	0	29	0	19	0	0	0	0	0	0	49
QG37_02045	QG37_02045	XM_018311524.1	protein_coding	0	0	0	97	0	29	0	0	19	0	0	0	0	0	49
QG37_02046	GENE_QG37_02046	QG37_02046.t01		0	0	0	74	0	34	0	1	0	0	0	0	0	0	39
QG37_02046	QG37_02046	XM_018311525.1	protein_coding	0	0	0	74	0	34	0	0	1	0	0	0	0	0	39
QG37_02047	GENE_QG37_02047	QG37_02047.t01		0	0	0	79	0	39	0	1	0	0	0	0	0	0	39
QG37_02047	QG37_02047	XM_018311526.1	protein_coding	0	0	0	79	0	39	0	0	1	0	0	0	0	0	39
QG37_02048	GENE_QG37_02048	QG37_02048.t01		0	0	0	67	0	33	0	8	0	0	0	0	0	0	26
QG37_02048	QG37_02048	XM_018311527.1	protein_coding	0	0	0	67	0	33	0	0	8	0	0	0	0	0	26
QG37_02049	GENE_QG37_02049	QG37_02049.t01		0	0	0	59	0	23	0	2	0	0	0	0	0	0	34
QG37_02049	QG37_02049	XM_018311528.1	protein_coding	0	0	0	59	0	23	0	0	2	0	0	0	0	0	34
QG37_02051	GENE_QG37_02051	QG37_02051.t01		0	0	0	74	0	20	0	17	0	0	0	0	0	0	37
QG37_02051	QG37_02051	XM_018311529.1	protein_coding	0	0	0	74	0	20	0	0	17	0	0	0	0	0	37
QG37_02052	GENE_QG37_02052	QG37_02052.t01		0	0	0	43	0	22	0	3	0	0	0	0	0	0	18
QG37_02052	QG37_02052	XM_018311530.1	protein_coding	0	0	0	43	0	18	0	0	3	0	0	0	0	0	22
QG37_02053	GENE_QG37_02053	QG37_02053.t01		0	0	0	40	0	22	0	2	0	0	0	0	0	0	16
QG37_02053	QG37_02053	XM_018311531.1	protein_coding	0	0	0	40	0	16	0	0	2	0	0	0	0	0	22
QG37_02054	GENE_QG37_02054	QG37_02054.t01		0	0	0	55	0	21	0	4	0	0	0	0	0	0	30
QG37_02054	QG37_02054	XM_018311532.1	protein_coding	0	0	0	55	0	30	0	0	4	0	0	0	0	0	21
QG37_02055	GENE_QG37_02055	QG37_02055.t01		0	0	0	51	0	20	0	2	0	0	0	0	0	0	29
QG37_02055	QG37_02055	XM_018311533.1	protein_coding	0	0	0	51	0	29	0	0	2	0	0	0	0	0	20
QG37_02056	GENE_QG37_02056	QG37_02056.t01		0	0	0	65	0	18	0	28	0	0	0	0	0	0	19
QG37_02056	QG37_02056	XM_018311534.1	protein_coding	0	0	0	65	0	19	0	0	28	0	0	0	0	0	18
QG37_02057	GENE_QG37_02057	QG37_02057.t01		0	0	0	53	0	29	0	11	0	0	0	0	0	0	13
QG37_02057	QG37_02057	XM_018311535.1	protein_coding	0	0	0	53	0	13	0	0	11	0	0	0	0	0	29
QG37_02059	GENE_QG37_02059	QG37_02059.t01		0	0	0	58	0	33	0	2	0	0	0	0	0	0	23
QG37_02059	QG37_02059	XM_018311536.1	protein_coding	0	0	0	58	0	23	0	0	2	0	0	0	0	0	33
QG37_02060	GENE_QG37_02060	QG37_02060.t01		0	0	0	42	0	21	0	2	0	0	0	0	0	0	19
QG37_02060	QG37_02060	XM_018311537.1	protein_coding	0	0	0	42	0	21	0	0	2	0	0	0	0	0	19
QG37_02062	GENE_QG37_02062	QG37_02062.t01		0	0	0	42	0	14	0	4	0	0	0	0	0	0	24
QG37_02062	QG37_02062	XM_018311538.1	protein_coding	0	0	0	42	0	14	0	0	4	0	0	0	0	0	24
QG37_02063	GENE_QG37_02063	QG37_02063.t01		0	0	0	41	0	21	0	4	0	0	0	0	0	0	16
QG37_02063	QG37_02063	XM_018311539.1	protein_coding	0	0	0	41	0	16	0	0	4	0	0	0	0	0	21
QG37_02064	GENE_QG37_02064	QG37_02064.t01		0	0	0	46	0	21	0	3	0	0	0	0	0	0	22
QG37_02064	QG37_02064	XM_018311540.1	protein_coding	0	0	0	46	0	22	0	0	3	0	0	0	0	0	21
QG37_02066	GENE_QG37_02066	QG37_02066.t01		0	0	0	40	0	17	0	11	0	0	0	0	0	0	12
QG37_02066	QG37_02066	XM_018311541.1	protein_coding	0	0	0	40	0	17	0	0	11	0	0	0	0	0	12
QG37_02067	GENE_QG37_02067	QG37_02067.t01		0	0	0	45	0	19	0	4	0	0	0	0	0	0	22
QG37_02067	QG37_02067	XM_018311542.1	protein_coding	0	0	0	45	0	19	0	0	4	0	0	0	0	0	22
QG37_02068	GENE_QG37_02068	QG37_02068.t01		0	0	0	74	0	21	0	14	0	0	0	0	0	0	39
QG37_02068	QG37_02068	XM_018311543.1	protein_coding	0	0	0	74	0	39	0	0	14	0	0	0	0	0	21
QG37_02069	GENE_QG37_02069	QG37_02069.t01		0	0	0	83	0	18	0	7	0	0	0	0	0	0	58
QG37_02069	QG37_02069	XM_018311544.1	protein_coding	0	0	0	83	0	58	0	0	7	0	0	0	0	0	18
QG37_02070	GENE_QG37_02070	QG37_02070.t01		0	0	0	100	0	19	0	27	0	0	0	0	0	0	54
QG37_02070	QG37_02070	XM_018311545.1	protein_coding	0	0	0	100	0	54	0	0	27	0	0	0	0	0	19
QG37_02071	GENE_QG37_02071	QG37_02071.t01		0	0	0	97	0	57	0	0	0	0	0	0	0	0	40
QG37_02071	QG37_02071	XM_018311546.1	protein_coding	0	0	0	97	0	57	0	0	0	0	0	0	0	0	40
QG37_02072	GENE_QG37_02072	QG37_02072.t01		0	0	0	111	0	56	0	3	0	0	0	0	0	0	52
QG37_02072	QG37_02072	XM_018311547.1	protein_coding	0	0	0	111	0	52	0	0	3	0	0	0	0	0	56
QG37_02073	GENE_QG37_02073	QG37_02073.t01		0	0	0	129	0	52	0	19	0	0	0	0	0	0	58
QG37_02073	QG37_02073	XM_018311548.1	protein_coding	0	0	0	129	0	52	0	0	19	0	0	0	0	0	58
QG37_02074	GENE_QG37_02074	QG37_02074.t01		0	0	0	105	0	47	0	5	0	0	0	0	0	0	53
QG37_02074	QG37_02074	XM_018311549.1	protein_coding	0	0	0	105	0	47	0	0	5	0	0	0	0	0	53
QG37_02075	GENE_QG37_02075	QG37_02075.t01		0	0	0	124	0	57	0	23	0	0	0	0	0	0	44
QG37_02075	QG37_02075	XM_018311550.1	protein_coding	0	0	0	124	0	44	0	0	23	0	0	0	0	0	57
QG37_02076	GENE_QG37_02076	QG37_02076.t01		0	0	0	118	0	53	0	23	0	0	0	0	0	0	42
QG37_02076	QG37_02076	XM_018311551.1	protein_coding	0	0	0	118	0	42	0	0	23	0	0	0	0	0	53
QG37_02077	GENE_QG37_02077	QG37_02077.t01		0	0	0	95	0	45	0	5	0	0	0	0	0	0	45
QG37_02077	QG37_02077	XM_018311552.1	protein_coding	0	0	0	95	0	45	0	0	5	0	0	0	0	0	45
QG37_02078	GENE_QG37_02078	QG37_02078.t01		0	1	0	82	0	37	0	4	0	1	0	0	0	0	42
QG37_02078	QG37_02078	XM_018311553.1	protein_coding	0	0	0	83	0	37	0	0	4	0	0	0	0	0	42
QG37_02079	GENE_QG37_02079	QG37_02079.t01		0	0	0	74	0	38	0	2	0	0	0	0	0	0	34
QG37_02079	QG37_02079	XM_018311554.1	protein_coding	0	0	0	74	0	34	0	0	2	0	0	0	0	0	38
QG37_02081	GENE_QG37_02081	QG37_02081.t01		0	0	0	69	0	20	0	2	0	0	0	0	0	0	47
QG37_02081	QG37_02081	XM_018311555.1	protein_coding	0	0	0	69	0	20	0	0	2	0	0	0	0	0	47
QG37_02082	GENE_QG37_02082	QG37_02082.t01		0	1	0	63	0	19	0	7	0	1	0	0	0	0	38
QG37_02082	QG37_02082	XM_018311556.1	protein_coding	0	0	0	64	0	19	0	0	7	0	0	0	0	0	38
QG37_02083	GENE_QG37_02083	QG37_02083.t01		0	0	0	58	0	20	0	3	0	0	0	0	0	0	35
QG37_02083	QG37_02083	XM_018311557.1	protein_coding	0	0	0	58	0	20	0	0	3	0	0	0	0	0	35
QG37_02084	GENE_QG37_02084	QG37_02084.t01		0	0	0	60	0	25	0	1	0	0	0	0	0	0	34
QG37_02084	QG37_02084	XM_018311558.1	protein_coding	0	0	0	60	0	34	0	0	1	0	0	0	0	0	25
QG37_02085	GENE_QG37_02085	QG37_02085.t01		0	0	0	52	0	16	0	1	0	0	0	0	0	0	35
QG37_02085	QG37_02085	XM_018311559.1	protein_coding	0	0	0	52	0	35	0	0	1	0	0	0	0	0	16
QG37_02086	GENE_QG37_02086	QG37_02086.t01		0	0	0	53	0	24	0	8	0	0	0	0	0	0	21
QG37_02086	QG37_02086	XM_018311560.1	protein_coding	0	0	0	53	0	24	0	0	8	0	0	0	0	0	21
QG37_02087	GENE_QG37_02087	QG37_02087.t01		0	0	0	51	0	22	0	3	0	0	0	0	0	0	26
QG37_02087	QG37_02087	XM_018311561.1	protein_coding	0	0	0	51	0	22	0	0	3	0	0	0	0	0	26
QG37_02088	GENE_QG37_02088	QG37_02088.t01		0	1	0	51	0	15	0	6	0	1	0	0	0	0	31
QG37_02088	QG37_02088	XM_018311562.1	protein_coding	0	0	0	52	0	15	0	0	6	0	0	0	0	0	31
QG37_02089	GENE_QG37_02089	QG37_02089.t01		0	0	0	60	0	23	0	1	0	0	0	0	0	0	36
QG37_02089	QG37_02089	XM_018311563.1	protein_coding	0	0	0	60	0	23	0	0	1	0	0	0	0	0	36
QG37_02090	GENE_QG37_02090	QG37_02090.t01		0	0	0	52	0	28	0	0	0	0	0	0	0	0	24
QG37_02090	QG37_02090	XM_018311564.1	protein_coding	0	0	0	52	0	24	0	0	0	0	0	0	0	0	28
QG37_02091	GENE_QG37_02091	QG37_02091.t01		0	0	0	63	0	32	0	2	0	0	0	0	0	0	29
QG37_02091	QG37_02091	XM_018311565.1	protein_coding	0	0	0	63	0	32	0	0	2	0	0	0	0	0	29
QG37_02092	GENE_QG37_02092	QG37_02092.t01		0	0	0	86	0	39	0	25	0	0	0	0	0	0	22
QG37_02092	QG37_02092	XM_018311566.1	protein_coding	0	0	0	86	0	39	0	0	25	0	0	0	0	0	22
QG37_02093	GENE_QG37_02093	QG37_02093.t01		0	0	0	82	0	49	0	1	0	0	0	0	0	0	32
QG37_02093	QG37_02093	XM_018311567.1	protein_coding	0	0	0	82	0	49	0	0	1	0	0	0	0	0	32
QG37_02094	GENE_QG37_02094	QG37_02094.t01		0	0	0	81	0	44	0	8	0	0	0	0	0	0	29
QG37_02094	QG37_02094	XM_018311568.1	protein_coding	0	0	0	81	0	44	0	0	8	0	0	0	0	0	29
QG37_02095	GENE_QG37_02095	QG37_02095.t01		0	0	0	84	0	32	0	21	0	0	0	0	0	0	31
QG37_02095	QG37_02095	XM_018311569.1	protein_coding	0	0	0	84	0	31	0	0	21	0	0	0	0	0	32
QG37_02096	GENE_QG37_02096	QG37_02096.t01		0	0	0	77	0	34	0	0	0	0	0	0	0	0	43
QG37_02096	QG37_02096	XM_018311570.1	protein_coding	0	0	0	77	0	34	0	0	0	0	0	0	0	0	43
QG37_02097	GENE_QG37_02097	QG37_02097.t01		0	0	0	84	0	32	0	3	0	0	0	0	0	0	49
QG37_02097	QG37_02097	XM_018311571.1	protein_coding	0	0	0	84	0	32	0	0	3	0	0	0	0	0	49
QG37_02098	GENE_QG37_02098	QG37_02098.t01		0	0	0	87	0	47	0	4	0	0	0	0	0	0	36
QG37_02098	QG37_02098	XM_018311572.1	protein_coding	0	0	0	87	0	36	0	0	4	0	0	0	0	0	47
QG37_02099	GENE_QG37_02099	QG37_02099.t01		0	0	0	94	0	40	0	10	0	0	0	0	0	0	44
QG37_02099	QG37_02099	XM_018311573.1	protein_coding	0	0	0	94	0	44	0	0	10	0	0	0	0	0	40
QG37_02100	GENE_QG37_02100	QG37_02100.t01		0	0	0	72	0	32	0	16	0	0	0	0	0	0	24
QG37_02100	QG37_02100	XM_018311574.1	protein_coding	0	0	0	72	0	32	0	0	16	0	0	0	0	0	24
QG37_02101	GENE_QG37_02101	QG37_02101.t01		0	0	0	79	0	35	0	2	0	0	0	0	0	0	42
QG37_02101	QG37_02101	XM_018311575.1	protein_coding	0	0	0	79	0	42	0	0	2	0	0	0	0	0	35
QG37_02102	GENE_QG37_02102	QG37_02102.t01		0	0	0	80	0	36	0	15	0	0	0	0	0	0	29
QG37_02102	QG37_02102	XM_018311576.1	protein_coding	0	0	0	80	0	29	0	0	15	0	0	0	0	0	36
QG37_02103	GENE_QG37_02103	QG37_02103.t01		0	0	0	75	0	42	0	10	0	0	0	0	0	0	23
QG37_02103	QG37_02103	XM_018311577.1	protein_coding	0	0	0	75	0	23	0	0	10	0	0	0	0	0	42
QG37_02104	GENE_QG37_02104	QG37_02104.t01		0	0	0	56	0	33	0	2	0	0	0	0	0	0	21
QG37_02104	QG37_02104	XM_018311578.1	protein_coding	0	0	0	56	0	21	0	0	2	0	0	0	0	0	33
QG37_02105	GENE_QG37_02105	QG37_02105.t01		0	0	0	53	0	42	0	0	0	0	0	0	0	0	11
QG37_02105	QG37_02105	XM_018311579.1	protein_coding	0	0	0	53	0	11	0	0	0	0	0	0	0	0	42
QG37_02106	GENE_QG37_02106	QG37_02106.t01		0	0	0	56	0	41	0	4	0	0	0	0	0	0	11
QG37_02106	QG37_02106	XM_018311580.1	protein_coding	0	0	0	56	0	11	0	0	4	0	0	0	0	0	41
QG37_02107	GENE_QG37_02107	QG37_02107.t01		0	0	0	45	0	17	0	0	0	0	0	0	0	0	28
QG37_02107	QG37_02107	XM_018311581.1	protein_coding	0	0	0	45	0	17	0	0	0	0	0	0	0	0	28
QG37_02108	GENE_QG37_02108	QG37_02108.t01		0	0	0	49	0	24	0	1	0	0	0	0	0	0	24
QG37_02108	QG37_02108	XM_018311582.1	protein_coding	0	0	0	49	0	24	0	0	1	0	0	0	0	0	24
QG37_02109	GENE_QG37_02109	QG37_02109.t01		0	0	0	84	0	11	0	23	0	0	0	0	0	0	50
QG37_02109	QG37_02109	XM_018311583.1	protein_coding	0	0	0	84	0	50	0	0	23	0	0	0	0	0	11
QG37_02110	GENE_QG37_02110	QG37_02110.t01		0	0	0	89	0	25	0	14	0	0	0	0	0	0	50
QG37_02110	QG37_02110	XM_018311584.1	protein_coding	0	0	0	89	0	50	0	0	14	0	0	0	0	0	25
QG37_02111	GENE_QG37_02111	QG37_02111.t01		0	0	0	100	0	59	0	1	0	0	0	0	0	0	40
QG37_02111	QG37_02111	XM_018311585.1	protein_coding	0	0	0	100	0	59	0	0	1	0	0	0	0	0	40
QG37_02112	GENE_QG37_02112	QG37_02112.t01		0	0	0	117	0	58	0	14	0	0	0	0	0	0	45
QG37_02112	QG37_02112	XM_018311586.1	protein_coding	0	0	0	117	0	58	0	0	14	0	0	0	0	0	45
QG37_02113	GENE_QG37_02113	QG37_02113.t01		0	0	0	146	0	39	0	53	0	0	0	0	0	0	54
QG37_02113	QG37_02113	XM_018311587.1	protein_coding	0	0	0	146	0	39	0	0	53	0	0	0	0	0	54
QG37_02114	GENE_QG37_02114	QG37_02114.t01		0	0	0	103	0	59	0	8	0	0	0	0	0	0	36
QG37_02114	QG37_02114	XM_018311588.1	protein_coding	0	0	0	103	0	36	0	0	8	0	0	0	0	0	59
QG37_02115	GENE_QG37_02115	QG37_02115.t01		0	0	0	105	0	46	0	18	0	0	0	0	0	0	41
QG37_02115	QG37_02115	XM_018311589.1	protein_coding	0	0	0	105	0	46	0	0	18	0	0	0	0	0	41
QG37_02116	GENE_QG37_02116	QG37_02116.t01		0	0	0	97	0	43	0	11	0	0	0	0	0	0	43
QG37_02116	QG37_02116	XM_018311590.1	protein_coding	0	0	0	97	0	43	0	0	11	0	0	0	0	0	43
QG37_02117	GENE_QG37_02117	QG37_02117.t01		0	0	0	86	0	29	0	23	0	0	0	0	0	0	34
QG37_02117	QG37_02117	XM_018311591.1	protein_coding	0	0	0	86	0	29	0	0	23	0	0	0	0	0	34
QG37_02118	GENE_QG37_02118	QG37_02118.t01		0	0	0	77	0	44	0	3	0	0	0	0	0	0	30
QG37_02118	QG37_02118	XM_018311592.1	protein_coding	0	0	0	77	0	30	0	0	3	0	0	0	0	0	44
QG37_02119	GENE_QG37_02119	QG37_02119.t01		0	0	0	79	0	47	0	0	0	0	0	0	0	0	32
QG37_02119	QG37_02119	XM_018311593.1	protein_coding	0	0	0	79	0	32	0	0	0	0	0	0	0	0	47
QG37_02120	GENE_QG37_02120	QG37_02120.t01		0	0	0	77	0	45	0	4	0	0	0	0	0	0	28
